Incident;PERIL;SUBURB;ITEM_TYPE;VEHICLE_MAKE;VEHICLE_MODEL;VEHICLE_YEAR;INCIDENT_DATE_TIME;CLAIM_AMOUNT;ITEM_CATEGORY;ITEM_PERIL_DESCR;FLAG_INCOMPLETE_VEHICLE_DETAILS;FLAG_NEGATIVE_CLAIM;FLAG_ZERO_CLAIM
INC-8518;Theft;PLETTENBERG BAY;Contents;;;;2023-05-26 11:00:00;38999;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8519;Theft;HILLSHAVEN;Contents;;;;2023-05-26 3:00:00;13999;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8520;Theft;FYNNLANDS;Contents;;;;2023-05-26 2:00:00;25570;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8521;Theft;NORTHMEAD;Contents;;;;2023-05-26 0:00:00;21603;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8522;Theft;SEA POINT;Contents;;;;2023-05-26 0:00:00;23414,99;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8523;Theft;KENILWORTH;Contents;;;;2023-05-25 20:00:00;5500;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8524;Theft;KENILWORTH;Vehicle;SUZUKI;JIMNY 1.3-2008-2018;2017;2023-05-25 20:00:00;26033,47;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-8525;Theft;NTUZUMA A;Vehicle;VOLKSWAGEN;POLO 1.0 TSI-2021-;2022;2023-05-25 15:13:00;58105,2;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-8526;Theft;BRACKENHURST;Vehicle;HYUNDAI;TUCSON 2.0 GLS-2004-2010;2006;2023-05-25 14:10:00;91909,51;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-8527;Theft;HELDERVUE;Contents;;;;2023-05-25 12:31:00;42522,55;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8528;Theft;CRESTA;Vehicle;HONDA;BALLADE 1.5 TREND-2014-2020;2016;2023-05-25 10:00:00;1366,02;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-8529;Theft;CLAREMONT;Contents;;;;2023-05-25 8:00:00;6775;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8530;Theft;UNKNOWN;Vehicle;VOLKSWAGEN;T-CROSS 1.0 TSI COMFORTLINE DSG-2019-;2023;2023-05-24 21:43:00;27948,08;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-8531;Theft;ROOIHUISKRAAL;Vehicle;VOLKSWAGEN;POLO 1.6 COMFORTLINE-2002-2005;2002;2023-05-24 17:44:00;53414,6;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-8532;Theft;LONE HILL;Contents;;;;2023-05-24 16:09:00;7225;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8533;Theft;ROBIN HILLS;Contents;;;;2023-05-24 12:30:00;68667,91;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8534;Theft;VANDERBIJLPARK C. W. 5;Contents;;;;2023-05-24 11:00:00;2338,99;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8535;Theft;PIERRE VAN RYNEVELD;Contents;;;;2023-05-24 10:50:33;11588,9;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8536;Theft;VALHALLA;Vehicle;TOYOTA;ETIOS 1.5 Xi 5Dr-2012-2022;2012;2023-05-24 9:50:00;75161,61;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-8537;Theft;UMLAZI A;Vehicle;TOYOTA;ETIOS 1.5 Xs/SPRINT 5Dr-2012-2022;2013;2023-05-24 7:30:00;92730,24;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-8538;Theft;FRESNAYE;Vehicle;VOLVO;XC40 T3 MOMENTUM GEARTRONIC-2019-;2021;2023-05-24 7:00:00;3134,25;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-8539;Theft;STELLENBOSCH CENTRAL;Contents;;;;2023-05-24 5:30:13;5448,95;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8540;Theft;MAGALIESSIG;Vehicle;HYUNDAI;i10 1.1 MOTION A/T-2014-2018;2015;2023-05-24 4:19:00;61228,82;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-8541;Theft;XANADU ECO PARK;Contents;;;;2023-05-24 2:00:00;10917,8;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8542;Theft;ORANJEVILLE;Contents;;;;2023-05-24 0:00:00;149804,15;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8543;Theft;GOLFSIG;Vehicle;JEEP;WRANGLER UNLTD SAHARA 3.6L V6 A/T-2011-2022;2015;2023-05-24 0:00:00;33000;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-8544;Burglary;NAHOON;Contents;;;;2023-05-23 20:00:00;23546;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8545;Theft;HAYFIELDS;Vehicle;TOYOTA;FORTUNER 2.8GD-6 R/B A/T-2016-2020;2017;2023-05-23 14:18:00;206275,74;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-8546;Theft;BENONI;Vehicle;VOLKSWAGEN;TIGUAN ALLSPACE 1.4 TSI C/LINE DSG (110KW)-2019-2023;2019;2023-05-23 10:00:00;4612,39;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-8547;Theft;WESTONARIA;Contents;;;;2023-05-23 7:30:00;42886,1;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8548;Theft;DANIELSKUIL;Contents;;;;2023-05-23 0:00:00;37337,72;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8549;Theft;MENLYN;Vehicle;TOYOTA;HILUX 2.8 GD-6 RB LEGEND RS 4X4 A/T P/U D/C-2020-;2022;2023-05-23 0:00:00;10142,45;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-8550;Theft;MENLO PARK;Vehicle;TOYOTA;RAV4 2.0 GX-R CVT AWD-2019-2023;2020;2023-05-22 19:00:00;132609,11;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-8551;Theft;BRYANSTON;Contents;;;;2023-05-22 18:15:00;3750;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8552;Theft;EVERSDAL;Vehicle;ISUZU;D-MAX 3.0 Ddi V-CROSS HR A/T D/C P/U-2022-;2022;2023-05-22 18:00:00;5165,1;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-8553;Burglary;HILLCREST;Contents;;;;2023-05-22 7:30:00;10000;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8554;Theft;JOHANNESBURG;Contents;;;;2023-05-22 4:00:00;11399;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8555;Theft;PIERRE VAN RYNEVELD;Contents;;;;2023-05-22 3:20:00;25278;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8556;Theft;STELLENBOSCH;Contents;;;;2023-05-21 23:59:00;10040;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8557;Theft;EVERTON;Contents;;;;2023-05-21 23:30:00;28400,4;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8558;Theft;BIRCHLEIGH;Vehicle;FORD;RANGER 2.2TDCi XL P/U D/C-2011-2016;2015;2023-05-21 12:00:00;169065,69;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-8559;Theft;HELDERVUE;Contents;;;;2023-05-21 10:04:00;10889,84;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8560;Theft;MUSINA;Contents;;;;2023-05-21 9:00:10;34593,95;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8561;Theft;STELLENBOSCH FARMS;Vehicle;NISSAN;QASHQAI 1.6 ACENTA-2010-2014;2011;2023-05-21 9:00:00;6020,65;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-8562;Theft;UNKNOWN;Contents;;;;2023-05-20 22:00:00;25218;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8563;Hijack;DUDUZA;Vehicle;VOLKSWAGEN;TAIGO 1.0 TSI LIFE DSG-2022-;2022;2023-05-20 21:51:00;439900;Motor Vehicle - Theft;Hijack;FALSE;FALSE;FALSE
INC-8564;Theft;GROENKLOOF;Vehicle;VOLKSWAGEN;AMAROK 2.0 BiTDi HIGHLINE 132KW 4MOT A/T D/C P/U-2013-2020;2014;2023-05-20 18:05:00;24171,9;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-8565;Theft;MENLO PARK;Vehicle;TOYOTA;RAV4 2.5 VX AT-2015-2020;2019;2023-05-20 16:26:00;407578,36;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-8566;Theft;BEDFORDVIEW;Contents;;;;2023-05-20 12:45:00;185609;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8567;Theft;BEYERS PARK;Vehicle;TOYOTA;FORTUNER 2.4GD-6 R/B A/T-2016-2020;2018;2023-05-20 12:06:00;433710;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-8568;Theft;STELLENBOSCH;Contents;;;;2023-05-20 12:00:00;9929,85;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8569;Theft;LYTTELTON MANOR;Vehicle;TOYOTA;HILUX 2.8 GD-6 RB LEGEND 4X4 P/U D/C-2020-;2022;2023-05-20 11:30:00;354346,83;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-8570;Theft;SYDENHAM;Contents;;;;2023-05-20 11:00:00;83533;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8571;Theft;HILLDENE;Vehicle;VOLKSWAGEN;POLO VIVO 1.6 HIGHLINE (5DR)-2017-;2019;2023-05-20 9:15:00;198843,99;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-8572;Theft;MIDSTREAM RIDGE;Contents;;;;2023-05-20 8:00:00;24589,83;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8573;Theft;BRYANSTON;Contents;;;;2023-05-20 4:20:00;59072;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8574;Theft;WEST ACRES;Contents;;;;2023-05-20 0:00:00;8198;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8575;Theft;GARDENS;Contents;;;;2023-05-19 23:44:00;12040;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8576;Theft;RIETVLEI VIEW COUNTRY ESTATES;Contents;;;;2023-05-19 23:43:00;13355;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8577;Theft;OCEAN VIEW;Contents;;;;2023-05-19 23:30:03;45467;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8578;Theft;GARDENS;Vehicle;VOLKSWAGEN;POLO 1.6 TRENDLINE-2005-2010;2007;2023-05-19 22:36:00;61929,76;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-8579;Theft;SOMERSET WEST;Vehicle;TOYOTA;HILUX 2.8 GD-6 RB LEGEND A/T P/U D/C-2020-;2020;2023-05-19 22:00:00;2674,38;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-8580;Theft;PRETORIA NORTH;Contents;;;;2023-05-19 20:00:00;2499;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8581;Theft;MILNERTON;Contents;;;;2023-05-19 19:45:44;101501,16;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8582;Theft;ROODEPOORT;Contents;;;;2023-05-19 18:33:00;82049;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8583;Theft;MOKOPANE;Vehicle;FORD;RANGER 2.2TDCI XL P/U D/C-2019-;2022;2023-05-19 12:40:52;5646,5;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-8584;Theft;RHODESFIELD;Contents;;;;2023-05-19 11:28:00;111678,3;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8585;Theft;STELLENBOSCH NU;Contents;;;;2023-05-19 9:30:00;14851,84;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8586;Theft;ROCKLANDS;Contents;;;;2023-05-18 11:55:00;24500,46;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8587;Theft;STELLENBOSCH;Contents;;;;2023-05-18 11:00:43;59952;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8588;Theft;PORTLAND;Vehicle;NISSAN;ALMERA 1.5 ACENTA-2014-;2016;2023-05-18 6:10:20;138745,6;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-8589;Armed Robbery;HONINGKLIP;Contents;;;;2023-05-18 3:00:00;0;Home contents - Theft;Armed Robbery;FALSE;FALSE;TRUE
INC-8590;Theft;SEA POINT;Vehicle;RENAULT;CLIO IV 900T AUTHENTIQUE 5DR (66KW)-2016-2022;2019;2023-05-17 18:00:00;101878,59;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-8591;Theft;ROODEPOORT;Contents;;;;2023-05-17 13:23:00;26329;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8592;Theft;WEST ACRES;Contents;;;;2023-05-17 12:00:00;77917,94;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8593;Theft;MONTANA;Vehicle;VOLKSWAGEN;POLO 1.4 TRENDLINE-2005-2010;2009;2023-05-17 10:27:00;69622,26;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-8594;Theft;CONSTANTIA KLOOF;Contents;;;;2023-05-17 3:00:00;11770;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8595;Theft;MORNINGSTAR;Contents;;;;2023-05-17 2:00:00;3546;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8596;Theft;PINELANDS;Contents;;;;2023-05-17 0:00:00;22915;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8597;Theft;RUSTENBURG;Vehicle;TOYOTA;HILUX 2.5 D-4D LEGEND 45 R/B P/U D/C-2014-2016;2014;2023-05-16 22:00:00;45006,34;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-8598;Theft;SILVERTON;Vehicle;HAVAL;JOLION 1.5T LUXURY-2021-;2022;2023-05-16 18:49:00;2320,92;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-8599;Theft;KAMAGUGU;Vehicle;HONDA;HR-V 1.8 ELEGANCE CVT-2015-;2016;2023-05-16 16:00:00;9186,8;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-8600;Theft;BASSONIA;Contents;;;;2023-05-16 14:05:00;96292;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8601;Theft;DIE WINGERD;Contents;;;;2023-05-16 13:58:00;23793;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8602;Theft;WAVERLEY;Vehicle;TOYOTA;FORTUNER 2.4GD-6 R/B A/T-2016-2020;2019;2023-05-16 13:00:00;464299,61;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-8603;Theft;VINCENT HEIGHTS;Contents;;;;2023-05-16 12:35:00;24697;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8604;Theft;BRAELYN;Contents;;;;2023-05-16 10:30:00;19795;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8605;Theft;CONSTANTIA;Contents;;;;2023-05-16 10:00:00;20839;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8606;Theft;VANDERBIJLPARK C. W. 1;Contents;;;;2023-05-16 6:43:00;7728,95;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8607;Theft;CRESTA;Vehicle;FORD;FIESTA 1.0 ECOBOOST AMBIENTE 5DR-2015-2018;2015;2023-05-15 17:00:00;2000;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-8608;Theft;PINELANDS;Vehicle;LEXUS;LX 5.7 V8-2015-2023;2019;2023-05-15 16:30:00;1351076,2;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-8609;Theft;KEMPTON PARK;Vehicle;VOLKSWAGEN;T-CROSS 1.0 TSI COMFORTLINE DSG-2019-;2020;2023-05-15 16:00:00;2595,78;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-8610;Theft;LANSDOWNE;Contents;;;;2023-05-15 11:37:00;19286;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8611;Theft;DURBANVILLE;Vehicle;HYUNDAI;ATOS 1.1 MOTION-2019-;2021;2023-05-15 7:00:01;6000;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-8612;Theft;BENDOR PARK;Contents;;;;2023-05-15 4:49:00;42298;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8613;Theft;JAMESON PARK;Contents;;;;2023-05-15 4:40:00;10999;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8614;Armed Robbery;OBSERVATORY;Vehicle;RENAULT;CLIO III 1.4 EXPRESSION 5Dr-2006-2008;2006;2023-05-15 0:01:00;3134,25;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-8615;Hijack;IVORY PARK;Vehicle;NISSAN;X TRAIL 2.5 ACENTA 4X4 CVT-2017-;2020;2023-05-14 19:15:00;423864;Motor Vehicle - Theft;Hijack;FALSE;FALSE;FALSE
INC-8616;Theft;RUSTENBURG;Contents;;;;2023-05-14 12:00:00;7390;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8617;Theft;PARKTOWN NORTH;Contents;;;;2023-05-14 12:00:00;115771,14;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8618;Theft;BEYERS PARK;Contents;;;;2023-05-14 4:00:00;38728;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8619;Theft;HILLCREST;Contents;;;;2023-05-14 2:00:00;267098,35;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8620;Theft;MONUMENT HEIGHTS;Vehicle;NISSAN;NP200 1.6 A/C P/U S/C-2011-2020;2017;2023-05-14 0:00:41;18495,17;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-8621;Theft;MEIRINGSPARK;Vehicle;FORD;RANGER 2.0D BI-TURBO WILDTRAK A/T P/U D/C-2019-;2020;2023-05-14 0:00:00;11164,92;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-8622;Theft;REEBOK;Contents;;;;2023-05-14 0:00:00;8249;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8623;Theft;GARSFONTEIN;Vehicle;TOYOTA;FORTUNER 2.5D-4D RB A/T-2012-2017;2012;2023-05-13 17:50:00;259400;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-8624;Theft;TZANEEN;Vehicle;TOYOTA;HILUX 2.8 GD-6 RAIDER 4X4 A/T P/U D/C-2016-2020;2017;2023-05-13 15:33:12;8437,72;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-8625;Theft;WAVERLEY;Vehicle;TOYOTA;FORTUNER 2.4GD-6 R/B A/T-2016-2020;2017;2023-05-13 14:00:00;434418,2;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-8626;Theft;KLOOF;Contents;;;;2023-05-13 12:00:00;6749;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8627;Theft;POLOKWANE SCHOOLS;Vehicle;VOLKSWAGEN;AMAROK 3.0 TDi H-LINE EX 4MOT A/T D/C P/U-2017-2021;2019;2023-05-13 10:16:46;40719,05;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-8628;Theft;NIEUW MUCKLENEUK;Vehicle;TOYOTA;HILUX 2.8 GD-6 RB RAIDER A/T P/U D/C-2018-2021;2019;2023-05-13 9:00:00;642650;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-8629;Theft;BLOUBERGRANT;Contents;;;;2023-05-13 2:00:00;14951,69;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8630;Theft;GRABOUW;Vehicle;DATSUN;GO + 1.2 MID (7 SEATER)-2018-2023;2019;2023-05-12 23:00:00;16642,51;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-8631;Theft;KHAYELITSHA;Vehicle;TOYOTA;HILUX 3.0 D-4D RAIDER 4X4 P/U D/C-2011-2014;2013;2023-05-12 22:40:00;357666,81;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-8632;Theft;GREEN POINT;Vehicle;HONDA;CRV 2.2 CTDi-2007-2010;2010;2023-05-12 22:00:10;10957,02;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-8633;Theft;BLOUBERGSTRAND;Contents;;;;2023-05-12 18:00:23;4500;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8634;Theft;AMALGAM;Vehicle;VOLKSWAGEN;T-CROSS 1.5 TSI R-LINE DSG-2020-;2023;2023-05-12 16:00:00;2500;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-8635;Theft;BONAERO PARK;Contents;;;;2023-05-12 13:00:09;55146;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8636;Theft;ROCKFORD;Vehicle;VOLKSWAGEN;POLO VIVO 1.4 5Dr-2010-2014;2014;2023-05-12 8:21:00;89400;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-8637;Theft;CAPE TOWN CITY CENTRE;Vehicle;TOYOTA;HILUX 2.8 GD-6 RB LEGEND A/T P/U D/C-2020-;2023;2023-05-12 6:45:00;76381,47;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-8638;Theft;LA MONTAGNE;Contents;;;;2023-05-12 6:00:00;32851;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8639;Theft;NOORDHOEK;Contents;;;;2023-05-12 0:00:00;7277;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8640;Theft;PRETORIA CENTRAL;Vehicle;HYUNDAI;GETZ 1.3 A/C-2003-2006;2005;2023-05-11 19:15:00;4134,25;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-8641;Theft;MOSSEL BAY CENTRAL;Vehicle;TOYOTA;HILUX 3.0D-4D RAIDER XTRA CAB P/U S/C-2011-2014;2013;2023-05-11 19:00:00;1366,02;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-8642;Theft;RANDFONTEIN;Contents;;;;2023-05-11 13:05:00;51565;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8643;Theft;MOORTEN;Vehicle;AUDI;Q5 2.0 T FSI QUATTRO (132kw)-2009-2013;2009;2023-05-11 13:00:00;122499,61;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-8644;Theft;RESERVOIR HILLS;Contents;;;;2023-05-11 10:00:00;94820;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8645;Theft;WEST ACRES;Contents;;;;2023-05-11 8:45:00;21556,88;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8646;Theft;CHESTERVILLE;Vehicle;RENAULT;DUSTER 1.5 dCI DYNAMIQUE 4X4-2013-2018;2015;2023-05-11 3:12:00;160260,25;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-8647;Theft;OCEAN VIEW;Contents;;;;2023-05-11 0:00:00;61163;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8648;Hijack;VILLIERS;Vehicle;TOYOTA;HILUX 2.8 GD-6 RB LEGEND A/T P/U D/C-2020-;2022;2023-05-10 19:20:00;329137,39;Motor Vehicle - Theft;Hijack;FALSE;FALSE;FALSE
INC-8649;Theft;SANDTON COUNTRY CLUB ESTATE;Contents;;;;2023-05-10 15:01:00;67395;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8650;Theft;THORNTON;Contents;;;;2023-05-10 2:19:00;12297;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8651;Theft;FARRARMERE;Contents;;;;2023-05-10 2:02:00;62820;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8652;Theft;NORTHWOLD;Contents;;;;2023-05-10 2:00:00;17297;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8653;Theft;WENTWORTH;Contents;;;;2023-05-10 0:00:00;38991,7;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8654;Theft;ROODEPOORT;Contents;;;;2023-05-10 0:00:00;88337,33;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8655;Theft;CENTURION GOLF ESTATE;Vehicle;BMW;320D A/T (F30)-2012-2015;2012;2023-05-09 14:50:00;48143,1;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-8656;Theft;STELLENBOSCH CENTRAL;Vehicle;TOYOTA;COROLLA 140i-2005-2007;2007;2023-05-09 12:00:00;3000;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-8657;Theft;ELSIES RIVER INDUSTRIAL;Vehicle;FORD;RANGER 2.0D XLT A/T P/U D/C-2019-;2019;2023-05-09 9:37:00;7229,27;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-8658;Theft;MEREBANK EAST;Vehicle;TOYOTA;TAZZ 130-2000-2006;2002;2023-05-09 6:30:00;23723,81;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-8659;Theft;SINOVILLE;Vehicle;TOYOTA;HILUX 2.8 GD-6 RAIDER 4X4 P/U E/CAB-2018-2021;2020;2023-05-09 4:25:00;488200;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-8660;Theft;HEUWELSIG;Contents;;;;2023-05-09 2:00:00;10913,9;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8661;Theft;SEA POINT;Contents;;;;2023-05-09 0:00:00;5000;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8662;Theft;SUNNYSIDE;Contents;;;;2023-05-08 14:37:00;6392;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8663;Theft;OLYMPUS AH;Contents;;;;2023-05-08 14:06:00;35249;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8664;Theft;NOORDHOEK;Contents;;;;2023-05-08 12:00:00;8798;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8665;Theft;LA ROCHELLE;Vehicle;TOYOTA;HILUX 3.0D-4D RAIDER R/B A/T P/U D/C-2011-2014;2012;2023-05-08 10:57:00;222810,94;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-8666;Theft;TZANEEN;Contents;;;;2023-05-08 9:57:00;22476;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8667;Theft;SOUTHERN PAARL;Vehicle;TOYOTA;HILUX 2.8 GD-6 RB LEGEND 4X4 A/T P/U D/C-2020-;2021;2023-05-08 9:15:00;4795,5;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-8668;Theft;LYDENBURG;Vehicle;NISSAN;NAVARA 3.0 dCi  LE A/T 4X4 P/U D/C-2010-2016;2013;2023-05-08 9:00:00;229411,75;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-8669;Theft;ALBERTON;Contents;;;;2023-05-08 8:00:28;3000;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-8670;Theft;UMHLANGA RIDGE;Vehicle;TOYOTA;ETIOS 1.5 Xs/SPRINT-2012-2022;2013;2023-05-08 7:38:00;90550,24;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
